playlist_id	playlist_name	description	num_tracks	num_followers
37i9dQZF1DWSkkUxEhrBdF	Work From Home	Relax and slip into this eclectic mix of reggae infused tracks.	50	267368
37i9dQZF1DWSYI3OtMNMsT	Work From Home	Mellow, instrumental versions of all your favorites.	35	23518
37i9dQZF1DXdl8xYyG9Dm1	Atmospheric Calm	The latest straight bars and Afro-Trap from the motherland. Cover: <a href="https://open.spotify.com/artist/0GOx72r5AAEKRGQFn3xqXK?si=QLbIgntHRkm6LvJ2aTzxsQ">GIMS</a>	70	72263
37i9dQZF1DX889U0CL85jj	Atmospheric Calm	Just chill...	212	1630614
37i9dQZF1DWXzfvGFNJz6s	After Party//Come Down	Sometimes there's nothing better than a good, cheap dive bar. Get that atmosphere with this timeless rock playlist.	71	33535
37i9dQZF1DX9udeSemCofA	After Party//Come Down	Mellow out with this dub music.	50	99421
37i9dQZF1DWUoqEG4WY6ce	Beach Vibes	Road trip tracks...	89	597684
5McngUiuALFIS4VVF4oko5	Beach Vibes	No, not to tango... to write an awesome rock song! These duos know how to make a lot out of what they've got.	37	117
37i9dQZF1DX3qCx5yEZkcJ	Calm Down	Stay relaxed with these low-key beats and instrumentals.	80	1444165
37i9dQZF1DX8gDIpdqp1XJ	Calm Down	The best of modern psych. Cover: <a href="spotify:artist:2mVVjNmdjXZZDvhgQWiakk">Khruangbin</a>	150	505183
37i9dQZF1DX1fmyMdW2PaL	Complete Chaos	Heavy, intense and aggressive tracks. Chaotic in all the good ways. Cover: Trash Talk	100	139743
37i9dQZF1DX0IlCGIUGBsA	Complete Chaos	Get the party going with these classics from across the decades.	80	779553
37i9dQZF1DX44AF5xq04Oh	Ultimate Party Classics	Hit the grill! Roll those hotdogs and smoke those meats.	28	134810
37i9dQZF1DXcTieYAg7jq1	Ultimate Party Classics	Featuring that new vintage. Cover: Michael Kiwanuka	148	269443
37i9dQZF1DWWOGXILUAh53	Reggae BBQ	The hottest new pop with the all the drops. Cover: ILLENIUM	81	28252
37i9dQZF1DX98f0uoU1Pcs	Reggae BBQ	The perfect mosh-up of Punk, Rock, Alt  & Indie. Cover: IDLES	100	136562
37i9dQZF1DXauOWFg72pbl	Retro Pop	Cold beer. Hot wings. Great rock. This is your Game Day soundtrack.	82	440929
37i9dQZF1DXdTCdwCKzXwo	Retro Pop	Classic alternative. These early pioneers brought the underground to the foreground. Cover: Lou Reed	75	683769
37i9dQZF1DX09NvEVpeM77	Fresh Dance Pop	Keep on rockin' in the free world with these classic tracks from musicians born in the USA.	29	116123
37i9dQZF1DWZMxqlsEB7BT	Fresh Dance Pop	Get your fiesta started with this mix of classic salsa music.	30	71452
37i9dQZF1DX1MUPbVKMgJE	Noisy	The best disco songs from the 70s and 80s. This legendary mix will help you bring back the funk.	82	1113038
37i9dQZF1DX8XxBtyUnC7B	Noisy	Relax and transport yourself to a tranquil sojourn in France.	50	156289
37i9dQZF1DWZgauS5j6pMv	Beer & Wings	The best of today's funk. Cover: Thundercat	127	158205
37i9dQZF1DX23YPJntYMnh	Beer & Wings	Funk. But heavier. Cover: Red Hot Chili Peppers	60	389841
37i9dQZF1DX4pUKG1kS0Ac	Early Alternative	Embrace your secret favorites.	151	2889524
2lOMjzyPMlcIvcaWlaF6MB	Early Alternative	Transport yourself to the "Mother Church of Country Music" with these live cuts from the Ryman.	26	259
37i9dQZF1DX4esiqDZ1sjJ	Born in the USA	Whether it's the big game or the big meeting, get your adrenaline pumping with these badass jock jams.	38	229376
37i9dQZF1DXdBtoy268thT	Born in the USA	Tap your foot and laugh your head off with this hilarious Musical Comedy.	49	8712
37i9dQZF1DXcCnTAt8CfNe	Chips and Salsa	Soothe your mind with gentle instrumentals.	174	454289
37i9dQZF1DWXS0qyx76B7l	Chips and Salsa	Celebrate the spirit of an iconic city.	68	113334
37i9dQZF1DX5W4wuxak2hE	Disco Forever	This playlist gives you a quick history of power pop, from its earliest beginnings to today. Cover: <a href="spotify:artist:2BGRfQgtzikz1pzAD0kaEn">Elvis Costello</a>	43	82227
37i9dQZF1DXbSbnqxMTGx9	Disco Forever	The ultimate reggae playlist. Cover: Bunny Wailer	60	2291660
37i9dQZF1DX3oM43CtKnRV	Souvenirs	These songs rocked the 00s. Cover: Linkin Park	50	3414957
37i9dQZF1DXcYHsRTcIw5a	Souvenirs	Get ready, to do, do rocksteady	40	102930
37i9dQZF1DX1WWRAxBsY0Y	Nu-Funk	Sometimes people assume that stoner music is just reggae, hip hop, or psychedelic rock. Experience the rest of it with these stoner tracks for everybody.	50	28968
2JskSjr3Rl0LAv05L0hjV4	Nu-Funk	Let these singers tug on your heartstrings with their amazing vocal performances.	25	72
37i9dQZF1DX8OVycSP3AXz	Funk Rock	Replongez dans les plus grands tubes de la période yéyé.	40	43682
37i9dQZF1DX1uusaBwROuk	Funk Rock	Will you be my anti-valentine?	56	60390
37i9dQZF1DX1YMPNuWL6BX	Guilty Pleasures	Ring in 2021 with your favorite party tracks!	70	299756
37i9dQZF1DX8S9gwdi7dev	Guilty Pleasures	Fun tracks for your Halloween festivities!	51	265625
37i9dQZF1DX0HWhBzpBj05	Historic Venue: Ryman Auditorium	Spread some cheer with this list of new and old seasonal favorites.	61	238522
0TmNZR8QmL60k1gWWa37fg	Historic Venue: Ryman Auditorium	Catch up on all the performers at the 2013 Macy's Thanksgiving Day Parade.	28	381
37i9dQZF1DWVLVzn60NyuA	Jock Jams	Afro, Caribbean & Latin sounds for that summer vibe.	100	60273
37i9dQZF1DXbLsFIeybF20	Jock Jams	Spotify will match your donations to  <a href="https://www.preshallfoundation.org/spotify-music-relief">Preservation Hall Foundation</a> or <a href="https://www.gofundme.com/f/jazzandheritagespotify?utm_source=customer&utm_medium=copy_link&utm_campaign=p_cf+share-flow-1">Jazz & Heritage Foundation for Music Relief</a>	127	128185
37i9dQZF1DXdxTsNp0Bzwq	Musical Comedy	Turn up for the big game!	31	398010
37i9dQZF1DWViXqZVTGO3Z	Musical Comedy	Get in the Christmas spirit while listening to some of your favorite Christian artists sing and celebrate the birth of Jesus.	75	122687
37i9dQZF1DXc4BD3pzYdKY	Musical Therapy	The pulse of the best music and sounds in Christian Hip Hop.  Cover: Lecrae	60	91998
37i9dQZF1DX7Bi6W3YuUlA	Musical Therapy	Songs of positivity from some of today's leading inspiring artists. Cover: Tobe Nwigwe, Duckwrth, and Olu from EARTHGANG	80	112284
37i9dQZF1DXcb6CQIjdqKy	I Love NYC	The best mix of today's Christian music worldwide. Cover: Jenn Johnson, Tauren Wells, Christine D'Clario, Jekalyn Carr	96	1288380
2d96NZvM6U7G14LDQdNfwS	I Love NYC	SXSW has deep roots in Austin. Get a sense of the city and all its sounds.	41	655
1MXbpQ8OiNsYtQxiXexPJ7	Power Pop	The sun is setting and the night takes over. Enjoy these while letting the evening play on.	44	469
37i9dQZF1DX2jD2cAwnIit	Power Pop	Listen to the new album "Smile" and the best of Katy Perry, all in one playlist.	59	874855
37i9dQZF1DWWNQEmXRHxVe	Reggae Classics	Music from the most memorable Super Bowl halftime shows. Cover: <a href="spotify:artist:0EmeFodog0BfCgMzAIvKQp">Shakira</a> &  <a href="spotify:artist:2DlGxzQSjYe5N6G9nkYghR">Jennifer Lopez</a>	79	24663
37i9dQZF1DX1WIbwSgRMO3	Reggae Classics	A collection of live, intimate, exclusive performances from the most exciting rock bands in the world.	38	424
37i9dQZF1DX3qk5khmafw8	00s Rock Anthems	A collection of live, intimate, exclusive performances from the most exciting pop artists in the world.	44	5656
37i9dQZF1DXa2HpTqP3clz	00s Rock Anthems	Hear the latest releases from bluegrass and string bands alike. Cover: Tyler Childers	100	68207
37i9dQZF1DXbvABJXBIyiY	Rocksteady	Wrap yourself up and revel in a gray day with these dusky, dreamy tracks.	60	398368
37i9dQZF1DX2pSTOxoPbx9	Rocksteady	Beautifully dark, dramatic tracks.	50	519497
37i9dQZF1DWSoTL04mwiZp	Stoner Tracks For Everyone	Special songs for mothers of all kinds.	51	19503
6Sz7KT9MhChZuAJDKEWiLF	Stoner Tracks For Everyone	Some soulful sets from Ye plus contributions to soul. Please enjoy this curated set entitled &quot;Kanye To The&quot;. (1,2,3, rest)	40	694
3sJ6SlgRo56Oa7YhHcLK5l	Found Them First	What artists have been your favorite new finds this year? Check out a sampling of our favorites here, and don’t forget to check back for updates! For your own list, head over to <a href="http://spoti.fi/1JQhkfk">http://spoti.fi/1JQhkfk</a>	20	29995
37i9dQZF1DX3JLmmala1kX	Found Them First	Congrats to all the winners this year at the AMAs!	16	3049
2FjbiwWYHqEifO3VY5LYP8	AMA Winners 2014	A toast to all the artists who will be performing on New Year&#x27;s Eve across the globe.	41	63
37i9dQZF1DX3HHskiFSgKu	AMA Winners 2014	Want to power up your morning? Grab the beats to go.	16	308
3uDgik1xOhjYVsXucW7GEb	New Year's 2015	Grab your food, turn on the easy hip-hop and enjoy.	23	196
1Bxi8UJlVM7tLYDMOqsYYF	New Year's 2015	The ultimate playlist to get you ready for a fun night out with your girlfriends.	48	1233
7wiCMbRM2F6PQYGLwnJ7GJ	Mustard On The Beats	Pre-game music to get you pumped up before heading out for the night.	38	706
3Nh594yQ7PkhEPzUUAKlnH	Mustard On The Beats	It's the weekend and you need some popular songs to hang out with. We've got you covered.	65	67
3L1KIXcFcHhfeMlf7pD7IB	A Bite Out Of The Afternoon	An epic event in the making. You can not enjoy a Foam party without the perfect songs to get everyone jumping. Turn it up and let the foam start flowing!	67	193
6wz9sFJRqsmu7ldv0xJOIz	A Bite Out Of The Afternoon	It all starts with some friends over for dinner but after a couple of drinks... well let's just say you won't have to worry about having an upbeat playlist for the night!	25	47
08vPKM3pmoyF6crB2EtASQ	Girls Night Out	Sometimes only music can describe that feeling...	33	6455
37i9dQZF1DXdfjr8o5AMIT	Girls Night Out	Class of 2020: The quintessential list of songs to celebrate commencement.	85	221184
37i9dQZF1DX1BGjF5N5O7F	Power Hour	Heady lyrics, driving rhythms...	48	488835
37i9dQZF1DWTHNhOtzzDEc	Power Hour	Slow down hip hop and R&amp;B for the two of you.	133	93558
37i9dQZF1DXbQ1kpdsa9FU	Let Loose	Everyday. Every time.  These are the songs you can count on. Always.	100	388532
68oeNrImf1nxjL0RbpZkij	Let Loose	Chill songs for lazy mornings. You'll roll out of bed and get the coffee on, eventually ...	27	3037
37i9dQZF1DX58UlVHNJFai	Foam Party	The hip-hop world knows when you put hooks together that rise above the rest. Listen to the best of the best from top lyricists.	84	418313
37i9dQZF1DWYfVy6zzMSPv	Foam Party	When you've got ice water coursing through your veins, you need tracks that relate. Doesn't get any more real than this.	57	157465
5qVqzAenJiKLfRny06XQf0	An Epic Evening	Help the band set-up and get ready for the best live performances from your favorite artists.	100	9238
1RKtKRcejWjN6ZOkghImIV	An Epic Evening	Slipknot, Mudvayne, Hatebreed. Turn the volume all the way up.	20	8735
37i9dQZF1DX9NmDLwNQnXE	Falling In Love	Relax to the sound of a storm setting in.	108	253965
37i9dQZF1DWSOkubnsDCSS	Falling In Love	Keeping it 140 - Welcome to Grime Shutdown. Cover: D Double E & Skepta	58	762349
37i9dQZF1DWVTbhS8F9zAN	Graduation Songs 2020	This Valentine’s Day, turn your game up with a <a href="https://spotify-valentines.com/">Spotify Love Note</a>. Send a hidden message within the perfect playlist for your valentine...	29	439
4C0S1zvtcMtk2notLxCL1J	Graduation Songs 2020	Grand Hustle Gang top picks chosen by Spotify.	41	95
2nZndNnauO6SID8cjf4C9F	Sexy as Folk	MMG top picks chosen by Spotify.	40	2135
3hR94iGaotWbCFv5eDe0gZ	Sexy as Folk	Shady Records top picks chosen by Spotify.	41	91
5VvCwhF9WqXKUaJLtJfeXn	Real and True	Taylor Gang top picks chosen by Spotify.	28	67
37i9dQZF1DX3rTk9UUrbYS	Real and True	Avant-garde, experimental and free jazz. Cover: Alan Braufman	50	19041
37i9dQZF1DX3bH0P2uDnWA	Everyday Inspiration	Bringing the roaring 20s into the 2020s	111	180879
37i9dQZF1DWXHghfFFOaS6	Everyday Inspiration	Jazz meets funk and hip hop.	90	99886
37i9dQZF1DWYotlhbgVGaH	Early Morning Rise	It’s a swing thing.	32	83320
37i9dQZF1DX6KyCRJzZneq	Early Morning Rise	Rapid changes, complex progressions and improvisation. So much improvisation.	45	42634
37i9dQZF1DWWtGE7PB0aRR	Ill Lyricist	The blues with a British flavor.	45	62057
37i9dQZF1DWSTHVqvNCwNq	Ill Lyricist	Born in the Mississippi Delta - at the turn of the 20th century - the Delta Blues is one of the earliest and most influential styles of blues.	45	52973
37i9dQZF1DX4rGCw5bMNp1	Clinically Cold	Enjoy the electric, amplified sound that is Chicago Blues.	50	80266
37i9dQZF1DX7nt6DdNdydo	Clinically Cold	Where swing meets blues.	40	20070
37i9dQZF1DXeaMD6NdSui3	Backstage	Simply Texas blues at its best.	50	60334
37i9dQZF1DXdeoRwG5yUKg	Backstage	Soulful, bluesy ballads. Cover: Lizz Wright	74	55241
37i9dQZF1DWT1RLff7HxDm	Bullet for Hell	Great blues live recordings. Cover: Kenny Wayne Shepherd	60	94076
37i9dQZF1DXdfhOsjRMISB	Bullet for Hell	Country music to accompany your commute	150	250586
37i9dQZF1DXd9dy0tcoQft	A Sudden Rainstorm	Add some sweat soul music to your dinner.	50	2751
54LbSpjd64NjKPUyYAGkNU	A Sudden Rainstorm	Beatiful, mellow jazz for romance	23	1528
37i9dQZF1DWTEbYi1zYy0Z	Grime Shutdown	The freshest smooth jazz. Cover: Dave Koz	55	33942
37i9dQZF1DWXIuW81skHVz	Grime Shutdown	The shape of jazz today. Cover: Immanuel Wilkins	53	169185
37i9dQZF1DWUgBy0IJPlHq	Valentine's Day Love Notes	A new shade of Country. Cover: Sturgill Simpson	100	312974
37i9dQZF1DX5iKSDtVcf7Q	Valentine's Day Love Notes	Music paying tribute to the Heartland of America.	99	184847
4p3lupatTubTWpTgCZjgpk	Grand Hustle Gang Spotify Picks	Countrify your power walk	20	12040
6tLfPD2P9syvBV8rgO2Yq1	Grand Hustle Gang Spotify Picks		20	10
3FfBohQXFlgFnYubzrvoq4	MMG Spotify Picks		20	12
37i9dQZF1DXdgnLr18vPvu	MMG Spotify Picks	The right music can make a good tailgate great. Cover:  Tim McGraw	97	791143
37i9dQZF1DX0MuOvUqmxDz	Country Christmas	Celebrate the merriment of the Holiday Season with your favorite country artists.  Cover: Carrie Underwood	102	226729
37i9dQZF1DX2iUghHXGIjj	Country Christmas	Raw, emotional, and acoustic. Cover: Keb' Mo'	84	620032
37i9dQZF1DXcLDm348RRYK	Acoustic Blues	Shut out the noise around you with these acoustic instrumentals.	61	555958
37i9dQZF1DX4WgZiuR77Ef	Acoustic Blues	New funky songs with a classic funky sound.	89	347103
1S4JPQeJxtsN37X8as5EPk	Acoustic Concentration	Classic folk, bluegrass, country blues, and spirituals, along with some recent songs that have a traditional vibe.	49	8722
37i9dQZF1DX6G7arXBXa3A	Acoustic Concentration	Big bands, big sounds.	50	330143
7CHrwiytyubNpnaZqyyUkb	All Funked Up	Rockabilly and old school rock & roll—the perfect soundtrack to a night of beer and burgers.	21	15869
4LmOnbOmtMUyQQjo6L9mct	All Funked Up	Enjoy the sweet rhythms of bossa nova - the perfect marriage of samba and jazz.	41	4570
37i9dQZF1DX0N8QTiMHLoT	Back to the Roots	All about that bass	64	76105
37i9dQZF1DWVqfgj8NZEp1	Back to the Roots	Relax to the sound of jazz.	139	2270510
37i9dQZF1DXdDe8IDhRIo5	Big Band	Gypsy jazz, manouche jazz and hot club jazz.	43	231253
37i9dQZF1DXb3MZdETGqKB	Big Band	All new, all blues. Cover: Samantha Fish	84	91686
37i9dQZF1DX9stbPFTxeaB	Beer 'n Burgers	Heavy funk and blues tunes. Cover: Paulo Mendonca	63	830216
37i9dQZF1DX1X7WV84927n	Beer 'n Burgers	For the Hard Rock and full volume lovers. Cover: AC/DC	113	190529
37i9dQZF1DXdOEFt9ZX0dh	Bossa Nova	Classic rock to get your motor running.	150	485988
37i9dQZF1DXbkKnGZHv1kf	Bossa Nova	Early blues standards and classics	50	692199
37i9dQZF1DX8f5qTGj8FYl	Bottoms Up	When the funk is just too funky for words to keep up.	80	216924
37i9dQZF1DX7UE7qrnkvsf	Bottoms Up	Jazz that captures the essence of autumn.	105	108269
37i9dQZF1DWTALrdBtcXjw	Coffee Table Jazz	Instrumental jazz to set the mood for a relaxed evening.	58	328989
37i9dQZF1DWTbzY5gOVvKd	Coffee Table Jazz	Lovely jazz tunes.	60	985967
37i9dQZF1DX55dNU0PWnO5	Gypsy Swing	Where jazz meets electronic music. Cover: Nubiyan Twist	50	486511
653U7cDBXXkPZ07Xk8kxL6	Gypsy Swing	As one of the most widely beloved entertainers of all-time, Michael Jackson made an unforgettable imprint on popular music. Here is a collection of some of his best tunes.	27	1519
37i9dQZF1DWSlJG7YPUBHF	Nu-Blue	Enjoy the most epic, electrifying, face-melting axe performances.	30	1036725
37i9dQZF1DX0IbLOJtWiun	Nu-Blue	In honor of the little teams who could	20	13
37i9dQZF1DWYgA6FKKHSd6	Funky Heavy Bluesy	A perfect rendezvous of funk, jazz, R&B, and soul.	117	187387
37i9dQZF1DXcnkReojaCnV	Funky Heavy Bluesy	Joe Bonamassa is taking over the playlist to share songs of his new album "Royal Tea", alongside some of his all-time blues favorites.	52	402234
37i9dQZF1DX5Lf3LZ6Czqu	Hard Rock	Instrumental guitar shreddery	49	60264
7hjaw2oDqkMS2uDk5vmzAu	Hard Rock	Escape the world with the best, most relaxing Jazz.	50	84
6MtNKlWguIlTJ6Q7WAcDtU	Classic Rock Drive	Get through your workday with 8 hours of country music.	181	682
3TurM2x1HaeNEztqBnomV6	Classic Rock Drive	Get through your workday with 8 hours of singer-songwriter tunes.	123	5609
37i9dQZF1DX68H8ZujdnN7	Blues Origins	Hair goals, spandex and epic guitar solos. We got you. Celebrating the life and legacy of Eddie Van Halen.	104	1514545
5rqcJUB5ox8BK3L3Ki7gfF	Blues Origins		12	17
37i9dQZEVXbLnolsZ8PSNw	Instrumental Funk	Your daily update of the most played tracks in United Kingdom right now.	50	2151978
37i9dQZEVXbL3J0k32lWnN	Instrumental Funk	Your daily update of the most played tracks in Denmark right now.	50	164820
37i9dQZEVXbNFJfN1Vw8d9	Jazz for Autumn	Your daily update of the most played tracks in Spain right now.	50	1265151
37i9dQZEVXbMxcczTSoGwZ	Jazz for Autumn	Your daily update of the most played tracks in Finland right now.	50	116664
37i9dQZEVXbIPWwFssbupI	Jazzy Dinner	Your daily update of the most played tracks in France right now.	50	718657
37i9dQZEVXbKCF6dqVpDkS	Jazzy Dinner	Your daily update of the most played tracks in Netherlands right now.	50	828554
37i9dQZEVXbJvfa0Yxg7E7	Jazzy Romance	Your daily update of the most played tracks in Norway right now.	50	467120
37i9dQZEVXbLoATJ81JYXz	Jazzy Romance	Your daily update of the most played tracks in Sweden right now.	50	580866
37i9dQZEVXbLRQDuF5jeBp	Jazztronica	Your daily update of the most played tracks in United States right now.	50	3334700
37i9dQZEVXbKNHh6NIXu36	Jazztronica	Your daily update of the most played tracks in Austria right now.	50	113211
37i9dQZEVXbJiyhoAPEfMK	King of Pop	Your daily update of the most played tracks in Switzerland right now.	50	113991
37i9dQZEVXbJNSeeHswcKB	King of Pop	Your daily update of the most played tracks in Belgium right now.	50	254529
37i9dQZEVXbJiZcmkrIHGU	Legendary Guitar Solos	Your daily update of the most played tracks in Germany right now.	50	2025905
37i9dQZEVXbM8SIrkERIYl	Legendary Guitar Solos	Your daily update of the most played tracks in New Zealand right now.	50	203732
37i9dQZEVXbJPcfkRz0wJ0	Rise of the Underdog	Your daily update of the most played tracks in Australia right now.	50	765333
37i9dQZEVXbKM896FDX8L1	Rise of the Underdog	Your daily update of the most played tracks in Ireland right now.	50	227567
37i9dQZEVXbKGcyg6TFGx6	Sax and the City	Your daily update of the most played tracks in Luxembourg right now.	50	6234
37i9dQZEVXbIQnj7RRhdSX	Sax and the City	Your daily update of the most played tracks in Italy right now.	50	906535
37i9dQZEVXbN6itCcaL3Tt	Poland Top 50	Your daily update of the most played tracks in Poland right now.	50	208522
37i9dQZEVXbKyJS56d1pgi	Poland Top 50	Your daily update of the most played tracks in Portugal right now.	50	167479
37i9dQZEVXbLwpL8TjsxOG	Portugal Top 50	Your daily update of the most played tracks in Hong Kong right now.	50	83918
37i9dQZEVXbJlfUljuZExa	Portugal Top 50	Your daily update of the most played tracks in Malaysia right now.	50	182600
37i9dQZEVXbK4gjvS1FjPY	Hong Kong Top 50	Your daily update of the most played tracks in Singapore right now.	50	122342
37i9dQZEVXbLesry2Qw2xS	Hong Kong Top 50	Your daily update of the most played tracks in Estonia right now.	50	14972
37i9dQZEVXbKMzVsSGQ49S	Malaysia Top 50	Your daily update of the most played tracks in Iceland right now.	50	36761
37i9dQZEVXbMx56Rdq5lwc	Malaysia Top 50	Your daily update of the most played tracks in Lithuania right now.	50	20142
37i9dQZEVXbJWuzDrTxbKS	Singapore Top 50	Your daily update of the most played tracks in Latvia right now.	50	12867
37i9dQZEVXbO3qyFxbkOE1	Singapore Top 50	Your daily update of the most played tracks in Mexico right now.	50	1282419
4lCv0oN3gPxoqvXmA3cDjS	Estonia Top 50		20	68
3xGWOQUB6jgHd4PLVQvbfG	Estonia Top 50		20	97
0q2dbyUyAuUkW3ec6XRwJD	Iceland Top 50		20	44
45mRKVQrL1pK9tbRp25yro	Iceland Top 50		20	59
1EQVvrXxgoWdqUHni1LOgm	Lithuania Top 50		20	42
4ruhrP9ntTdDMpjrk22v9u	Lithuania Top 50		20	28
3jh9R9uXIoozPA0uccJt2C	Latvia Top 50		20	53
5QZZbWjNVjynssxTuO3f0f	Latvia Top 50		20	41
2WIkzIBRwM9wRD9innJ8b7	Mexico Top 50		20	80
2b5yd7Ox7vb4OcPOOVYwFZ	Mexico Top 50		20	58
6spPs4oxQEPSWXyXzqg8CR	Top Picks Toplists		20	46
285xVjuyHG2CusStdc8kCS	Top Picks Toplists		20	66
7hx7ugiU2MaeXOjQRVDzdk	Top Picks Pop		20	82
2Mecjd64RGHE4vLDMuX88V	Top Picks Pop		20	31
38ZGEwSsiHoOEOu446h75W	Top Picks Decades		20	42
5QOzTki17fEWKoUVcvTrI2	Top Picks Decades		20	59
4tSzT9BRuf3qRJDbPz4SlS	Top Picks Workout		21	53
5LrQkRUFFuKWAJCECd2X9y	Top Picks Workout		20	50
4NAi06Izmj4CPqmMuY1RsE	Top Picks Mood		20	57
4uLnCAHJw65SyFXXmBSuc0	Top Picks Mood		20	969
37i9dQZF1DXaxIqwkEGFEh	Top Picks Kids	Strictly for the streets. Cover: Lil Baby	100	880758
37i9dQZF1DX1adpUbAHocs	Top Picks Kids	Go ahead, take the long way...	100	595878
37i9dQZF1DXdCsscAsbRNz	Top Picks Classical	Peaceful instrumentals to help you keep calm.	247	768320
37i9dQZF1DWZd79rJ6a7lp	Top Picks Classical	Gentle ambient piano to help you fall asleep.	249	4066372
37i9dQZF1DXbPHTEEyQ6Hv	Top Picks Pop Culture	A calm and relaxing Christmas piano soundtrack for the Holidays	84	529666
7J8HlMdOq82WJAU6JmhR5d	Top Picks Pop Culture		71	9654
37i9dQZF1DX7K31D69s4M1	Top Picks Party	A calm piano soundtrack to all activities.	348	1372733
37i9dQZF1DWTMYgB8TqtmR	Top Picks Party	It's Hits - bästa och största hitsen just nu.	50	607360
37i9dQZF1DX7ZUug1ANKRP	Top Picks Chill	Peak time bangers and emerging future hits. Cover: Timmy Trumpet, Jebroer, Dr Phunk	50	1510012
37i9dQZF1DX0sQWfevMRw3	Top Picks Chill	Gå loss till Spotifys fetaste festlåtar!	80	84040
37i9dQZF1DXbm6HfkbMtFZ	Top Picks Urban	An uplifting yet tasteful dinner playlist with a guaranteed feel good vibe.	115	420130
37i9dQZF1DX5xiztvBdlUf	Top Picks Urban	Deep, not derp. Just groovin' house music to make you feel good	80	386900
37i9dQZF1DX0Uv9tZ47pWo	Top Picks Club	It's all about the girls tonight.	80	2362632
37i9dQZF1DX05r4Oy3Ln97	Top Picks Club	Dip your feet in the pool and enjoy this perfect summer house mix!	60	226640
37i9dQZF1DWVf1Phr4ZVgO	Top Picks Country	Big bands and tuxedos. The playlist for the wedding or just an elegant evening.	80	666804
37i9dQZF1DXcAiMO5AYxE8	Top Picks Country	All the best soul disco sounds for getting down.	68	357837
37i9dQZF1DWXb9I5xoXLjp	Top Picks Events	In the mood for some romance?	57	622659
37i9dQZF1DX64zDfGvlEtl	Top Picks Events	Collection of artists doing unplugged versions of the songs you know.	50	430887
37i9dQZF1DX9loJQLuEvap	Top Picks Groove	Here are 50 of the greatest female singers of all time. Enjoy!	50	1479397
37i9dQZF1DWULEW2RfoSCi	Top Picks Groove	A collection of the hottest soul tracks from the early '70s.	40	953688
37i9dQZF1DXbNxO0uJPyJ9	12" Classics	Classic 12" singles to take you back to the the vinyl era.	80	440327
37i9dQZF1DX0nBLMN0XzSQ	12" Classics	Après Ski...you know what that means!	80	274335
37i9dQZF1DWSKtEVXBdAHi	Après Ski Classics	Utan bra musik blir det ingen bra AW. Så enkel är ekvationen.	80	25597
37i9dQZF1DX62qCiGEp1YH	Après Ski Classics	Embrace the mood of the season with harmonious, comforting songs.	100	338721
37i9dQZF1DWTSPqolnbHgK	After Work	With autumn comes darker days and colder weather.	134	58864
37i9dQZF1DX3b9hbbPi5hD	After Work	Tarantino not only produces great movies, he produces great soundtracks	45	461131
37i9dQZF1DXaVgr4Tx5kRF	Autumn Leaves	The songs that defined a golden era of British indie. Cover: Blur	50	442790
37i9dQZF1DXbrUpGvoi3TS	Autumn Leaves	Nurse your emotional wounds with these heartbreak tracks.	100	2904321
37i9dQZF1DX8Sz1gsYZdwj	Autumn Lounge	Drift off to these peaceful <a href="spotify:genre:classical">classical</a> melodies.	73	356172
37i9dQZF1DX9wC1KY45plY	Autumn Lounge	The ultimate playlist to fuel your good mood while on the road.	100	3701210
37i9dQZF1DX6kz6Kli3wib	Best Tracks from Tarantino Films	Mix of electronic music for your dinner.	98	111703
37i9dQZF1DX32oVqaQE8BM	Best Tracks from Tarantino Films	The ultimate chill out playlist.	137	716238
37i9dQZF1DWYWddJiPzbvb	Britpop, Etc.	Chilled songs that you are familiar with - no surprises!	100	1145234
37i9dQZF1DWUI1rlvkdQnb	Britpop, Etc.	Soft, relaxing music for workout recovery.	170	150173
37i9dQZF1DX4xuWVBs4FgJ	Broken Heart	Dinner with Friends? Here's the perfect playlist.	100	1272361
37i9dQZF1DWWQp0YMTvpD3	Broken Heart	Chill out with this mix of mid and downtempo beats.	72	134156
37i9dQZF1DWY8U6Zq7nvbE	Classical Sleep	The best from the world of acoustic songs right now.	100	1068704
37i9dQZF1DWZIOAPKUdaKS	Classical Sleep	Piano music to hone your thought process.	168	282727
37i9dQZF1DWX83CujKHHOn	Classic Road Trip Songs	When everything is lonely, I can be my best friend.	50	2408780
37i9dQZF1DX9nq0BqAtM4H	Classic Road Trip Songs	The perfect spooky music backdrop to your Halloween party!	35	94642
37i9dQZF1DWUGsgkESc7qP	Dinner Lounge	It's the day after and the last thing you need is loud noises.	100	184885
37i9dQZF1DWTtOKhkK5Mem	Dinner Lounge	Male artists singing about love.	100	521936
37i9dQZF1DX9sIqqvKsjG8	Chill Out Music	A soft musical backdrop for your studies.	303	1429267
37i9dQZF1DX4roJ565TJ33	Chill Out Music	Svensk jazz när den är som bäst.	55	24998
37i9dQZF1DX5Ufz5ldo0J4	Comfort Zone	Lean back, close your eyes, and relax.	218	139307
37i9dQZF1DX2FsCLsHeMrM	Comfort Zone	Get jiggy in the kitchen with this groovy playlist.	100	574189
37i9dQZF1DXc3FQfFV3K6V	Cool Down	Acoustic versions of well-known songs.	111	543572
37i9dQZF1DX4wta20PHgwo	Cool Down	The perfect backdrop to an evening spent relaxing in solitude.	80	1849719
