playlist_id	playlist_name	description	num_tracks	num_followers
37i9dQZF1DX7Y2xcY13mN1	Classic Covers	A collection of 50 Irish folk songs – from classics to recent versions. Cover Artist: Hozier	50	114210
37i9dQZF1DX56crgoe4TG3	Classic Covers	A mix of folk and bluegrass covers of pop, rock, hip-hop, folk, and indie songs. Cover: Molly Tuttle	99	186507
37i9dQZF1DX0RwLEp3x6W4	More Banjo!	Travel back to the start, tracing the roots of what would become bluegrass through to some of it's early hits and gems.	53	45244
43rSnXFDoctqiZxvEqH14P	More Banjo!	Your go-to collection for just hanging out and doing nothing... or whatever.	56	289
37i9dQZF1DWSNmwgf7Nv11	Stomp & Holler	Free-spirited, atmospheric vibes.	158	524407
37i9dQZF1DX6dvuioZhoLo	Stomp & Holler	Old makes new. Cover: <a href="spotify:artist:1EI0B66miJj5Fl408B7E9H">Courtney Marie Andrews</a>	75	172845
37i9dQZF1DX0yL7UvjSKZT	Soft + Slow	Fresh takes on that high lonesome sound. Cover: <a href="spotify:artist:4LX0KCPnH7gvxEbVXqXmAE">Molly Tuttle</a>	80	213179
37i9dQZF1DXaUDcU6KDCj4	Soft + Slow	Hear what's new in indie songwriter, folk & roots. Cover: Kacy & Clayton + Marlon Williams	156	619982
1IKDP8o4UvpfLh0SJX2e1b	50 Irish Folk Songs	Free-spirited, eclectic, and decadent lyrics mix with folksy, indie, and slightly psychedelic acoustics. This is The New Bohemian.	81	147
37i9dQZF1DX9HwI3Crikcm	50 Irish Folk Songs	Relive last night's fun with jigs and reels out of Ireland – alongside trad tracks inspired and influenced by Celtic traditions.	86	239496
37i9dQZF1DXcFk5r8uS3l2	Bluegrass Covers	You've come to the crossroads of soul, folk, and the blues. Cover: The War and Treaty	96	361378
37i9dQZF1DX4cukhkYKVZW	Bluegrass Covers	Listen to the original demo tracks and stories behind Country&#x27;s biggest hits with acclaimed songwriter Shane McAnally, featuring the EXCLUSIVE release of Kacey Musgraves&#x27; Mama&#x27;s Broken Heart – only on Spotify!	52	303
44Ht3IACEyKqiLBZupIhIk	Bluegrass Origins	Sweet and slow, soft and soothing... a collection of beautiful bluegrass vocals.	29	210
37i9dQZF1DWV5vqkTng2MA	Bluegrass Origins	Make it new. Fresh takes on vintage folk, soul, blues, and roots rock—from sweet crooners to raucous rockabilly. Cover: <a href="spotify:artist:0CBu2ZuF5503TaauGVk1Go">Ruen Brothers</a>	160	257573
37i9dQZF1DWXnscMH24yOc	Chill as Folk	Kick back and relax with a collection of eclectic and unexpected reimaginings. Cover: <a href="spotify:artist:4mXcRr0lognLc6xSb1vUTX">Diamond Thug</a>	196	379991
37i9dQZF1DWVvXA824aCbn	Chill as Folk	A relaxing atmosphere of jazz piano sounds.	130	523391
37i9dQZF1DWVFJtzvDHN4L	Boho + Chill	Relax with this blend of film, TV and video game soundtracks.	55	601115
37i9dQZF1DXe5Q8muTQked	Boho + Chill	Kick back with a mix of covers.	200	999688
37i9dQZF1DX9G9wwzwWL2k	Vintage Vibes	Lend a little drama to the occasion with this collection of truly epic classical music.	107	468162
37i9dQZF1DX504r1DvyvxG	Vintage Vibes	Kick back with a chill collection of iconic acoustics and new tracks with that classic feel. Cover: <a href="spotify:artist:7FIoB5PHdrMZVC3q2HE5MS">George Harrison</a>	80	2137752
37i9dQZF1DXbvE0SE0Cczh	Indie Bluegrass	From new retro to classic country blues, honky tonk, rockabilly, and more...	53	233672
37i9dQZF1DX28npkgy2RE4	Indie Bluegrass	New styles, deep sounds. Cover: Jamie Drake	100	310428
37i9dQZF1DX58NJL8iVBGW	Fresh Folk	Deep, dark, dramatic. Roots rock, folk, and Americana—with a gothic soul. Cover: <a href="spotify:artist:5zzbSFZMVpvxSlWAkqqtHP">Brown Bird</a>	128	391440
37i9dQZF1DX9pryhDLql25	Fresh Folk	Gather your friends for the cherished ritual that is brunch. If not for the pomo irony, then for the endless hibiscus lavender mimosas.	75	180783
37i9dQZF1DX3Fzl4v4w9Zp	The New Bohemian	Keep your finger on the pulse of Americana. Cover: Kathleen Edwards	157	543922
37i9dQZF1DWZ0OzPeadl0h	The New Bohemian	Elevate the moment and unwind with the lush sounds of these ethereal tracks.	98	1189400
37i9dQZF1DX8NTLI2TtZa6	Irish Folk	Focus-enhancing piano for your study session.	217	2245248
37i9dQZF1DX6z20IXmBjWI	Irish Folk	Hours of your favorite acoustic and roots music gems.	198	2112201
37i9dQZF1DWSlwBojgQEcN	Blues Roots	Songs to soundtrack your love story, from butterflies and first kisses to bittersweet memories and everything in between.	100	1601293
37i9dQZF1DXcWBRiUaG3o5	Blues Roots	Stay cozy as the sounds of the evening unfold...	115	1336634
37i9dQZF1DWWwaxRea1LWS	SongCraft	Relive the magic of Broadway & showtunes through the years! #SpotifyTBT Cover: Wicked	43	1898637
37i9dQZF1DWSkMjlBZAZ07	SongCraft	Brighten your day with a folksy mix of mood boosters!	117	1871676
37i9dQZF1DX35oM5SPECmN	Sweetgrass	Uplifting and uptempo indie folk and roots rock, guaranteed to open your stride.	75	2422241
37i9dQZF1DWUNIrSzKgQbP	Sweetgrass	Cozy songs for the season.	90	1662636
62Tpw0jhT8kxF3KPbGciTk	The New Retro	As the snow falls outside, cozy up and relax with this collection of soothing acoustic tracks.	104	899
37i9dQZF1DWWEJlAGA9gs0	The New Retro	A selection of the greatest classical tunes; the perfect starting point for anyone who's keen to explore the world of <a href="spotify:genre:classical">classical</a> music.	172	2186399
37i9dQZF1DX2taNm7KfjOX	Chill Covers	Blissed out, repeat-free hours of new and cherished indie folk finds. Cover: Adrianne Lenker	150	694218
37i9dQZF1DWTtTyjgd08yp	Chill Covers	Hauntingly atmospheric, deeply melodic indie.	89	982964
37i9dQZF1DX56qfiUZBncF	The Piano Bar	Let these innovative tracks spark your creativity and inspiration.	139	366781
37i9dQZF1DXb9LIXaj5WhL	The Piano Bar	90s acoustics, mellow hits, and classic unplugged versions.	75	2090804
37i9dQZF1DXdd3gw5QVjt9	Cinematic Chillout	Rise & shine with the perfect blend of folk and acoustic.	85	1211381
37i9dQZF1DWXmlLSKkfdAk	Cinematic Chillout	A fun mix of acoustic covers.	161	3674895
37i9dQZF1DX571ttkrxAeN	Acoustic Cafe International	Sit and sip a cup as you soak up some acoustic vibes from across the world. Cover: Souad Massi.	78	309478
0pHFNRP8qkYhal0q0Irp6D	Acoustic Cafe International	You should be dancing, yeah. (This ain't your typical disco either...)	53	1968
37i9dQZF1DXaVtcC7N0WMw	Disco Beats	A poem or short literary excerpt for every day of the month.	29	8973
7pD7pMFxcq8agMXqLQCggM	Disco Beats	New takes on old sounds. These tracks talk back to their roots in the folk, blues, soul, country, and Americana traditions.	55	337
0XDRWlx2B1C1OXlaLlld8t	A Poem a Day	Coast along to the best of the alt rock era.	26	653
67uEKAhAdvMJvumeC8ZgjB	A Poem a Day	Unwind and enjoy the evening.	26	222
37i9dQZF1DX2SAJ4GmhZC1	Rock & Roots	Listen to the most streamed male artists in the US this year!	25	4117
37i9dQZF1DWWoCDtOBjhpE	Rock & Roots	Listen to the most streamed female artists in the US this year!	20	227
37i9dQZF1DWZqyWCBK6QTt	Interstate Drive Songs	Unexpected covers, all recorded exclusively for Spotify Singles.  Cover: Alessia Cara, Dermot Kennedy, and FLETCHER.	150	365326
0fmNiEOXSfBfurQwf4gG5L	Interstate Drive Songs	Take a look back on some of the year's top tracks in roots music. We'll be adding more of your favorites throughout December. #SpotifyFolk2016	94	295
7g3zHOim2XylTlM7Oittr8	Low Key Revelry	Enjoy the top streamed country songs of 2016 right here! Cover: Dan + Shay	50	9011
2O0Nf9Mi5tM17PM7Ns6Fgu	Low Key Revelry	Orb's official Spotify Gaming playlist! Full of high BPM, kick-ass melodies and euphoria.	38	2013
37i9dQZF1DXboQCHLEaHcr	Top Male Artists of 2017: USA	Fangirls get a lot of credit for the influence they wield. These tracks show the full force of these empowered listeners.	20	89652
37i9dQZF1DWWAqc46ZJdZf	Top Male Artists of 2017: USA	ALL Black Lives Matter.  Songs of empowerment and pride. Take action on racial justice, visit <a href="https://www.colorofchange.org">Color Of Change</a>.	60	762548
37i9dQZF1DX5PuwKY2VZBZ	Top Female Artists of 2016 - USA	Hip-Hop's next generation takes over SXSW! Cover: <a href="spotify:artist:3Gm5F95VdRxW3mqCn8RPBJ">Aminè</a>.	25	20299
37i9dQZF1DWY7uXxMycXfq	Top Female Artists of 2016 - USA	Women who experiment with electronic loops, strings, voice and other cosmic delights. Cover: Faten Kanaan	52	38403
37i9dQZF1DXbWHkfjljXoE	Spotify Singles: Covers	The voices that have always let us know that Black lives matter.	41	85475
1HdxEroWca3L8JR3lvnolH	Spotify Singles: Covers	Visit <a href="http://artistsden.com/zacbrownband">ArtistsDen.com</a> to win tickets to see Zac Brown Band this summer and head to <a href="https://open.spotify.com/show/5d0QhqhbJVt4YRORde0yR8">Spotify Mobile</a> to watch clips of their incredible Artists Den show.	16	883
1zriHsmiRJmTThtQk8UWPk	Best of 2016: Folk & Americana	Listen to a collection of inspiring women in music as they share the stories of their music icons, from Lera Lynn and Kelly Clarkson to Zendaya and Terri Nunn.	142	38
1Bl4B5jBEJwNiFRJFMPSMa	Best of 2016: Folk & Americana	What's your take on the passionately debated Radiohead-fan theory that Ok Computer (&quot;01&quot;) and In Rainbows (&quot;10&quot;) are made to be shuffled together? #binarytheory	22	7557
57clV3IPw1TXSWdzzDVDwp	Best of 2016:  Hot Country	Relive your favourite artist moments from the Brilliant Minds conference during <a href="http://symposium.co/">Symposium Stockholm</a>.	18	226
37i9dQZF1DWSKpvyAAcaNZ	Best of 2016:  Hot Country	This is the new roots rock—edgy, innovative, and rooted in soul, folk, Americana, and of course, the blues. Cover: <a href="https://open.spotify.com/artist/01aC2ikO4Xgb2LUpf9JfKp?si=r7DnrTV_QvyNEMQUSoL_Bw">Gary Clark Jr.</a>	148	487873
37i9dQZF1DX2ULa1Ss8vbo	Guest List: Orb	Songs from the old country: the essential traditional Irish ballads.	50	203303
37i9dQZF1DX4nYqGKSH0ld	Guest List: Orb	Get ready for good feels and fireworks!	65	116598
79sVcfxVNazjyK2iBY9l3q	Fangirls Run the World	Rolling Stone contributing editor Joe Levy presents Incoming, a new panel discussion show about what's next and best on Spotify.	17	647
37i9dQZF1DX17dmzi8A5FV	Fangirls Run the World	Remember the biggest boy bands of the 90s? They are all here!	38	35397
37i9dQZF1DX4WYpdgoIcn6	Black Lives Matter	Kick back to the best new and recent chill tunes.	130	6145252
37i9dQZF1DX6xOPeSOGone	Black Lives Matter	The great masterpieces of the genre.	100	2752871
37i9dQZF1DWSiyIBdVQrkk	SXSW: HipHopUpNext	The best in old & new Reggae. Cover: Beres Hammond	110	1922258
37i9dQZF1DX69V4bEzoa8F	SXSW: HipHopUpNext	Celebrate this year's FIFA Women's World Cup with the hottest tracks!! Spotify &lt;3 Football.	26	8533
3QAT1vJA7CAIHIRP9Gkyqj	Women of Experimental	An inside look into the new Amy Winehouse biopic, featuring exclusive interview clips and top picks from director Asif Kapadia.	53	331
2wqwH7uKckoLe7UVTx1RfO	Women of Experimental	Coast through the good life with these folksy and blissed out tracks.	78	1724
37i9dQZF1DXd4hrw8K7Pxm	We Shall Overcome	Let it go and belt it out to these classic ballads – covered. Cover: <a href="spotify:artist:3DIk8KcmVKTr4uGw3AuCtJ">Rose Cousins</a>	54	48113
37i9dQZF1DXaImRpG7HXqp	We Shall Overcome	Keep calm with instrumental acoustic tracks.	210	606280
37i9dQZF1DX0JKUIfwQSJh	Artists Den + Spotify	Rewind and unwind with sirens of the seventies and eighties.	60	680629
1uIp2WHCf6ODHxHRPmjWG5	Artists Den + Spotify		36	108
6jUFiT3D8f4Rt9n6UnC1aB	Women in Music | Stories & Songs		79	179
37i9dQZF1DXdNHhNNm0G0B	Women in Music | Stories & Songs	Relax to the sounds of acoustic blues and folk...	42	44306
37i9dQZF1DXdbkmlag2h7b	0110	Drift away with enthralling instrumentals.	93	586985
37i9dQZF1DX5Q5wA1hY6bS	0110	Because the best things in life are wild and free...	100	1458843
37i9dQZF1DXb6LkIGouseT	BRILLIANTMINDS2016	Honor our native communities. Listen to the sounds of acclaimed artists' Native American flute music.	50	181420
37i9dQZF1DX0ES2mnOVvai	BRILLIANTMINDS2016	Escape to an aural oasis...	30	48768
37i9dQZF1DX4aYNO8X5RpR	Blues & Roots Rock	Comforting sounds of thunder and rain.	82	556679
37i9dQZF1DX2mFmJUZg4Mp	Blues & Roots Rock	Soothing sounds of gentle rains.	105	223736
4Buj61XKuhfVLsW8rPX8YQ	Irish Folk - Ballads	100+ of the happiest songs of all time. Come on, Get Happy!	105	571
6QAwHYtCdTdrgX6wh1iE9H	Irish Folk - Ballads	Lounge around without a care in the world...	39	644
37i9dQZF1DX4VvfRBFClxm	4th of July Party	A mix of folksy hits, soulful acoustic, and beloved singer-songwriter gems.	100	1342152
4qq3MCSLrDgYx7RfJBDvij	4th of July Party	From then to now, these songs will forever be classics.	28	42
6YMK6nqc1jS11fGraCU1o2	Incoming	Sleep, study, or simply still your mind with the soothing sounds of spring.	21	188
37i9dQZF1DWTRnup1IgL4a	Incoming	Drift off to sleep with acoustic guitar.	81	150315
4MLFX9OXy9ncfBlTfei9Ok	Nightly Meditations	&quot;Sleep is the best meditation.&quot; -Dalai Lama	34	269
71WgbCkbVXGzAltJTAT6lD	Nightly Meditations	Slip into the world of Brian Eno...	23	154
37i9dQZF1DX1s9knjP51Oa	(Descent) A Beginning	Slow down with some calming keys.	241	727298
37i9dQZF1DWZhzMp90Opmn	(Descent) A Beginning	The perfect frequency for sleep or study – science tested, listener approved.	76	66876
37i9dQZF1DX9if5QDLdzCa	Calm Vibes	Relax to the sound of the ocean.	129	442990
37i9dQZF1DWSW4ppn40bal	Calm Vibes	Colored noise to help you sleep.	114	42563
37i9dQZF1DWVEt8B7a1H1M	Pink Noise	Relaxing sounds of birds in vast forests.	45	114201
37i9dQZF1DX7Mv4BQ3Z4nC	Pink Noise	Sometimes all you need is the sound of a cozy, crackling fireplace...	32	373
0jJQDST7bzwAYlN19tFLXw	Ocean Escapes		21	25
37i9dQZF1DX5FuBDzVtEFX	Ocean Escapes	Drift off to the soothing sounds of the Ukulele...	34	370966
0mY9BQvlpraYLzg9BfKuVa	Sleep Noise	Stuck in stop and go? This should help.	72	1150
2nb7lCySvvf7PNxHUD5oun	Sleep Noise	In honor of JAM, we're collecting your favorite jazz tracks! Share yours at #SpotifyJAM	40	297
2f4rXblveCedKdU2adFgC8	Birds in the Forest	Live large, run hard. Score your workout with some epic action movie soundtracks.	46	727
7MsOqrEv1TxiHPDiYlWVLx	Birds in the Forest	...and everything nice. Enjoy your dinner to the sounds of classic jazz vocals.	24	162
3TymQFosH9UgfP5jV5mPEe	The Yule Log	Smooth soulful tracks to ease your troubled mind...	21	76
1JuraqRjLX4CmhyvvuXiPF	The Yule Log	Take the back roads...	25	186
0NaXa68Xyo4wmMiun5Lqgm	Covered in Country	Turn your commute into a karaoke party. Stay tuned for the next edition. This time: Rock Ballads.	0	171
5JXV7ioEqB9ZA1b1RjSLVg	Covered in Country	Wake up to Songbirds, a mix of melody-driven indie, folk, and Americana.	25	163
3fqSEmStIKS8s3mCCRQFid	Hawaiian Dreams	Enjoy a sun-dappled stroll to these folksy, mid-tempo gems.	22	888
37i9dQZF1DWXRvPx3nttRN	Hawaiian Dreams	Acoustic rock and pop that makes you feel good.	110	321287
37i9dQZF1DX5l9rcXWdrth	Traffic Jams	Some of the most influential and innovative voices in hip-hop—yesterday, today, tomorrow. Cover: Cardi B	50	337889
37i9dQZF1DX5OepaGriAIm	Traffic Jams	Trace the history of jazz from timeless classics to boundary-breaking contemporary favorites.	100	758906
37i9dQZF1DX91UQmVbQYyN	#JazzAppreciationMonth	Some of the most mesmerizing voices and masterful musicians of indie. Cover: St. Vincent	104	323239
37i9dQZF1DX49poIUZYXp7	#JazzAppreciationMonth	Kickass Women who are making great Country music today.  Cover: Shania Twain & Kelsea Ballerini	84	281870
37i9dQZF1DWSIcimvN18p3	Motivation Montage	Traverse the history of folk and roots music—from Americana icons to roots rock, singer-songwriter, and indie folk favorites. Cover: Aoife O'Donovan	200	221266
37i9dQZF1DX1wNY9tfWQsS	Motivation Montage	A musical celebration of women in R&amp;B, from its earliest acts to its newest stars. Cover: H.E.R.	70	355008
37i9dQZF1DX5AVYhCeISA6	Sugar & Spice	Inspiring Latinas! Latinas que inspiran.	75	490139
37i9dQZF1DXd0ZFXhY0CRF	Sugar & Spice	These women rock our worlds with their music and influence. Cover: <a href="https://open.spotify.com/artist/6Rx1JKzBrSzoKQtmbVmBnM?si=FmgtSxUqRmKS6b7Qmxm7Zw">Hayley Williams</a>	102	510805
37i9dQZF1DWVUSF6gmaR8i	Soul Soothers	Kick back with a collection of classic piano rock and pop.	40	126211
2EjRsHG8m4bGCrhCoJ1ykn	Soul Soothers	Drive happy with these upbeat bluegrass tracks.	19	72
6pn7MZpvAxlKPzspzMR6T6	Winding Roads	Take in the view and get lost in total backroads bliss with this mellow indie folk...	28	25
37i9dQZF1DXat5j4Lk8UEj	Winding Roads	Dive into a mix of electric roots rock and folk-infused alternative. Cover: Jade Bird	100	430098
37i9dQZF1DWVIzZt2GAU4X	Carpool Karaoke	Vocals and keys, front and center. Cover: Lewis Capaldi	75	1225614
37i9dQZF1DWZyQUsU1vj4x	Carpool Karaoke	Indie folk ventures into the cinematic West.	91	103454
37i9dQZF1DXafb0IuPwJyF	Songbirds	日本のポップシーンを彩る最新ベスト50。毎週月曜日更新。Cover: <a href="spotify:artist:7HwzlRPa9Ad0I8rK0FPzzK">SEKAI NO OWARI</a>	50	392300
37i9dQZF1DX654l3fFiq56	Songbirds	雞年生的人謙虛謹慎、端莊尊貴，而且經常是眾人的注目焦點哦！看看有哪些歌手吧！Cover: 林俊傑	20	16901
37i9dQZF1DX5JcPJgYjGcf	Into the Woods	Aren't you the Lucky One, EXO-Ls? All the megahits by the South Korean boy band are right here!	85	878973
37i9dQZF1DWTQllLRMgY9S	Into the Woods	Listen to brand new music as it arrives and all the classics from the true blue Queen of Pop.	59	433230
37i9dQZF1DX7KWRIlkUpsl	Feeling Acoustically Good	From Songs About Jane to Red Pill Blues, find their latest single 'Nobody's Love' here!	50	1580808
37i9dQZF1DWVw3oyaj4jsN	Feeling Acoustically Good	Meet G-Dragon, Seungri, Taeyang, T.O.P, and Daesung—members of the acclaimed K-Pop phenom with their V.I.Ps	50	554548
37i9dQZF1DWXRAIdXzR5R1	Women of Hip-Hop	With one of his biggest hits 'Summer of 69', he has contributed more than 30 years to the arts, particularly as a musician and also as an established photographer.	50	240567
37i9dQZF1DX6QDedCAYqRI	Women of Hip-Hop	These beautifully-hypnotising vocalists are bound to make your evenings more chilling than ever.	61	41187
37i9dQZF1DWYD2pxgooM7y	Women of Jazz	The eternal sunshine makes the clear blue waters too inviting not to jump in and just chill...	51	6380
37i9dQZF1DWVbu3wLXA48X	Women of Jazz	Current indie tunes from Asia and around the world. Cover: The Avalanches	70	74629
37i9dQZF1DX9tPFwDMOaN1	Women of Indie	Score all the hottest hits from your favourite hallyu star and check out your one true K-Pop playlist! #kdaebak Cover: TAEYEON	50	2763113
37i9dQZF1DX2ohL85TE8TI	Women of Indie	Familiar hits that match your emotions while watching your favourite Korean movie or TV drama from Do You Like Brahms?, Record of Youth, START-UP and more...	100	1248367
37i9dQZF1DWW46Vfs1oltB	Women of Country	Representin' +82 Korean Hip-Hop's sickest rhymes and beats. Cover: Lil Cherry & GOLDBUUDA	100	337978
37i9dQZF1DX71SU2C3nX8z	Women of Country	Listen to the current Korean ballads hits with various emotions.	65	203093
37i9dQZF1DX1wdZM1FEz79	Women of Folk	Chillout to the coolest Korean acoustic tunes.	52	196204
37i9dQZF1DX3ZeFHRhhi7Y	Women of Folk	Workout to K-Pop? Count me in!	50	456723
37i9dQZF1DX1uG5byNIgDA	Morning K-Pop!	Everyday should be a happy day when you listen to this fun K-Pop playlist.	50	201815
37i9dQZF1DXdTb8AG95jne	Morning K-Pop!	Let's fall into the tracks from Korea's thriving indie scene. Cover: Arttichoke	50	253623
37i9dQZF1DX1gjl24GAQC0	In The K-Indie	Is it your favorite oppa or your cute dongsaeng?	50	530069
37i9dQZF1DX3sCx6B9EAOr	In The K-Indie	Tap your feet to the K-Pop beats on your way through the rush hour.	50	86147
37i9dQZF1DX6Cy4Vr7Hu2y	Hallyu Boy Bands	From sultry vocalists, sexy divas to cutesy girl-groups, the women of K-Pop are a formidable force to be reckoned with.	64	424314
37i9dQZF1DX4OyEPaWHBdk	Hallyu Boy Bands	We have the winners of this year's Mnet Asian Music Awards!	26	105895
37i9dQZF1DX5eq3AONkaho	K-Pop Commute	Why so serious? Get through your workday with K-Pop.	200	75392
37i9dQZF1DXdR77H5Z8MIM	K-Pop Commute	Time to press play on these jaem jams from 2010 onwards!	70	106679
37i9dQZF1DX8eqay1FtdMm	Women of K-Pop	These Korean powerhouses are known for their distinct vocals.	58	219809
37i9dQZF1DWXaehqeJpkro	Women of K-Pop	Fancy belting out your favourite Korean songs?	53	198322
37i9dQZF1DWTTHy0vndijk	2020 MAMA	Max out your sugar content with these pure and aegyo tracks from our favorite ladies.	57	379799
37i9dQZF1DX1lU51fgoMhF	2020 MAMA	Be cool with refreshing Tropical K-Pop dance music!	70	81057
37i9dQZF1DX4IDaXtVjL83	Workday K-Pop	Watch out for all the collaborations and cross-overs in the K-Pop world! Cover:  TWICE	50	353692
37i9dQZF1DWWjGdmeTyeJ6	Workday K-Pop	Discover the best new music from independent artists and labels. Cover: Exmiranda	46	729405
37i9dQZF1DX6bBjHfdRnza	Nolja!	The most exciting discoveries of the year. Cover: Godford	100	79991
37i9dQZF1DX8C585qnMYHP	Nolja!	The best experimental discoveries of 2020. Cover: Green-House	50	42036
37i9dQZF1DX3u9TSHqpdJC	K-Power Vocals	The most exciting discoveries of the year. Cover: Charlotte Sands	77	105657
37i9dQZF1DWW4igXXl2Qkp	K-Power Vocals	The top Fresh Finds hip hop songs of 2020. Cover: redveil	100	116413
37i9dQZF1DX78toxP7mOaJ	Sing Along K-Pop	The most exciting indie rock discoveries of the year. Cover: Molly Payton	100	54273
37i9dQZF1DXao0JEaClQq9	Sing Along K-Pop	Women of the future, carving their own lane today. Cover: Lolo Zouaï	99	50392
37i9dQZF1DXc8kgYqQLMfH	Satang Mix	The chillest instrumental lofi beats, certified lush.	143	903718
37i9dQZF1DX0SM0LYsmbMT	Satang Mix	Chill instrumental beats. Artwork: Gizem Winter & Marcel Schöffel for DAO	350	1738814
37i9dQZF1DXbXD9pMSZomS	Tropical K-Pop	Distorted and rough around the edges.	60	287295
37i9dQZF1DWUraJYejk11q	Tropical K-Pop	Instrumental bliss beyond genre classification.	100	400986
37i9dQZF1DX2I7Ykltk83m	K-Pop X-Overs	killer songs, badass artists. Cover: beabadoobee	90	190453
37i9dQZF1DX5YyEO1dtgbR	K-Pop X-Overs	Experimental electronic beyond the borders of tradition.	70	65288
37i9dQZF1DX3nNRJvSufrk	Fresh Finds	Can you keep up? Get moving to the rapid rhythms of Footwork & Juke, originating in 1990s Chicago. Cover: DJ Manny	79	17329
37i9dQZF1DWVGy1YP1ojM5	Fresh Finds	Sensual silky sounds for the sheets.	50	310807
37i9dQZF1DX7W9NinHzoYY	Fresh Finds: Best of Basement 2020	Hear Xavier Omär's breakout track &quot;Blind Man&quot; and other essential jams.	27	21973
37i9dQZF1DX0dU0Z2LOkZN	Fresh Finds: Best of Basement 2020	Beats inspired by the golden era of hip hop.	62	204099
37i9dQZF1DWYoYGBbGKurt	Fresh Finds: Experimental	Instrumental beats to chill to.	219	235851
37i9dQZF1DWZqUHC2tviPw	Fresh Finds: Experimental	Instrumental trap beats to boost your weight lifting workouts.	72	111381
3g2dsbLbtpOz0Gpo4W50QK	Fresh Finds: Best of Pop 2020	Because we love our Hip Hop... Dance away!	23	19863
2PE0DbAlT8ZFiiYaCsCm4Q	Fresh Finds: Best of Pop 2020		50	434
7EhO7YjjFdrNRtTHcRrnnQ	Fresh Finds: Best of Hip Hop 2020		50	343
7GSt7smvMMAiOFmPJ17jEf	Fresh Finds: Best of Hip Hop 2020		50	332
6c1DPPuq4eNKcS2usgij9m	Fresh Finds: Best of Rock 2020		50	326
2XFhZrcFAFFvBLjRQrw9wI	Fresh Finds: Best of Rock 2020		50	340
48GGszBLm7kS5D1xJuMnxD	Women of Fresh Finds		50	370
41YL3HcXd3zTXa1rMZY5uR	Women of Fresh Finds		50	342
3nT5EK7WTRbRZ5vtWg5irD	Lush Lofi		50	345
0sbkEFgqbA3Jjot2lbqsyx	Lush Lofi		50	350
1xZ87c95aRIeyvqVoKCtdM	Jazz Vibes		50	375
09D0CKBRWkBBoPn46V6YTO	Jazz Vibes		50	428
5xAfItDaeAViBRNdSuQ7ZG	Lo-Fi House		50	354
1DcArrb34m9SS3o8O2dATX	Lo-Fi House		49	357
5WUFWhGRVpi4ED9QpK2hOF	Genre Glitch		50	358
78UTV8Gw5bHpyWc65qR4Px	Genre Glitch		50	375
67FrRIrS2v0WAs8yE2JTUM	badass		50	346
3axv4DMbWHWf7uxOPB1I7K	badass		50	377
2cIkPMesqdx5VV6IAvX9bE	1977		50	366
05dTMGk8MjnpQg3bKuoXcc	1977		51	383
2xtEcvpPTus59Ppa0fv3xP	1978		50	400
4j0G7LOHRpKYDDXa8lxUik	1978		50	520
5Co3nToduGTXXF1ra9gXB3	1979		50	412
722UH6DU3oigTYKBnfBZSy	1979		50	438
2wHQqJDXcWgQ4GLdVCfb8G	1980		50	476
0FXAO6yBxrfz5PTOEuvq67	1980		50	496
5p5jgESe4r75R70Rzvqpcy	1981		50	526
3GM3OMvut5VuRht0dr8GJX	1981		50	429
6sKz6mI28U6Dcj7a8WpRnQ	1982		50	479
1ASJaLRG6NhOpwc8vGYceZ	1982		50	430
0COE1X7FirWRdfOgls1JJV	1983		50	504
6ATJMRUakF2bhZcPBYjnD5	1983		50	442
62NfPhRvacdmSAsNghaRs5	1984		50	463
33sPgLhtkMgQLWMgdHRQma	1984		50	437
27hnSuEcFg6wr5C5t3J5eL	1985		50	477
1FDK3hDHMSyzjC1IpdIOU3	1985		50	523
4nftZhTZDARHbC2oX5l2Vw	1986		50	525
1WkrD0MvdN3BcLa4DXBRCQ	1986		50	661
0JvFNpF6sn3LeV5LXbbSxv	1987		50	735
5TUU1rXz87AipJYg92AXFg	1987		50	692
665gwFk3RaSHbgiimtgok0	1989		50	4610
2I7h7Mj5bGlqhI4PyupTPF	1989		50	814
1XbPuTCA2KsqAOn9PJploZ	1990		50	3933
1Gn0PYtF7VmfuZD0Gb91fN	1990		50	907
0KIKHBXChX4m2MVm8qQk6N	1991		50	5725
3jibtPWLDXBK0OCJN6Ztsf	1991		50	904
1fLy5EE5473UueC82LvQub	1992		50	7243
2eCpwX876ZuWtIsZweYMnr	1992		50	10216
0BXZJ6BiA151CzaMcTKPMN	1993		50	4740
7z2Wo5a21ENb24YGcEdoTE	1993		50	76785
3D8eZBmcXjAjFzUjYtrl6f	1994	To the best mother in the world.	29	370
23sHdrU9wnUTqYjHZQ101O	1994	Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.	100	5936
2rdMSQHM9YryNLPnEbQ7g6	1996	A collection to remember and honor the music and life of Joe Cocker.	47	282
37i9dQZF1DXcecv7ESbOPu	1996	Äntligen fredag! Ny musik! Happy New Music Friday!	99	175423
7qLIVhpCFAiX1Teqf3L6Y4	1997		30	572
5PzDJIsyNnFxgu0t6Lf41G	1997		40	198
7IwNlM5pdX8XWPyhMRhq64	1999		56	285
2UwTnYkh7zZjMY6NEQdP95	1999		40	435
6cSrBkF4TPHetlU033IopA	2000		197	209
61T3llVc7dJDCZf1SR72c0	2000		28	938
